Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;Localita;forma_vendita_edicole;vendita_esclusiva;MUNICIPIO;LONGIT;LATIT;Location
C-ED/2311;Via VARCHI BENEDETTO N. 1 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via VARCHI BENEDETTO;1;1252;;rivendita in negozio;Si;9;9.16524261063;45.4990639612;45.4990639612, 9.16524261063
C-ED/2428;Via DE MARCHI EMILIO N. 10 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via DE MARCHI EMILIO;10;1418;;rivendita in supermercato;No;2;9.20915716296;45.5003338262;45.5003338262, 9.20915716296
C-ED/2444;Via TRIVULZIO ANTONIO TOLOMEO N. 12 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via TRIVULZIO ANTONIO TOLOMEO;12;6277;;rivendita in supermercato;No;7;9.14572645403;45.4658944889;45.4658944889, 9.14572645403
C-ED/705;Via FERRERA (DELLA) N. 18 centro comm.le tre castelli| (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via FERRERA (DELLA);18;5451;centro comm.le tre castelli|;rivend. in centro commerciale;Si;6;9.13641476465;45.4404524487;45.4404524487, 9.13641476465
C-ED/2747;Via MORAZZONE N. 6 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via MORAZZONE;6;7131;;rivendita in negozio;No;1;9.17341221695;45.4802010916;45.4802010916, 9.17341221695
C-ED/2763;Piazza LUIGI DI SAVOIA (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Piazza LUIGI DI SAVOIA;;2260;;edicola su suolo pubblico;Si;;;;
C-ED/2764;VIA DOGANA N. 2 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;VIA DOGANA;2;341;;rivendita in negozio;Si;1;9.1891111561;45.4633434664;45.4633434664, 9.1891111561
C-ED/2766;Via ASTESANI ALESSANDRO N. 46 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via ASTESANI ALESSANDRO;46;1558;;edicola su suolo pubblico;Si;9;9.16976876721;45.520186337;45.520186337, 9.16976876721
C-ED/2767;Via ALBERTINELLI MARIOTTO N. 9 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via ALBERTINELLI MARIOTTO;9;6561;;rivendita in negozio;No;7;9.13857671275;45.4753162364;45.4753162364, 9.13857671275
C-ED/2768;Via BIANCHI MOSE' N. 90 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via BIANCHI MOSE';90;6385;;rivendita in ospedale;No;7;9.14609849057;45.4750098951;45.4750098951, 9.14609849057
C-ED/2775;Via WASHINGTON GIORGIO N. 53 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via WASHINGTON GIORGIO;53;6111;;rivendita in supermercato;No;7;9.15514674607;45.4610432846;45.4610432846, 9.15514674607
C-ED/2782;Via MAURILIO (SAN) N. 1 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via MAURILIO (SAN);1;563;;rivendita in negozio;Si;1;9.18508554438;45.4615383741;45.4615383741, 9.18508554438
C-ED/2788;Via CASTELVETRO LODOVICO N. 32 (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via CASTELVETRO LODOVICO;32;7195;;rivendita in ospedale;Si;8;9.16635468207;45.4858649752;45.4858649752, 9.16635468207
C-ED/2800;Via PALAZZOLO DON LUIGI N. 20 int. centro commle portello| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via PALAZZOLO DON LUIGI;20;7522;int. centro commle portello|;rivendita in supermercato;No;8;9.14448248703;45.4899773323;45.4899773323, 9.14448248703
ED/2911;Viale RUBICONE N. 31 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Viale RUBICONE;31;1568;;rivendita in area di servizio;No;9;9.16290964594;45.5309738932;45.5309738932, 9.16290964594
ED/2937;Via PITTERI RICCARDO n. 84;AREE PUBBLICHE - Giornali e riviste;Via PITTERI RICCARDO;;2674;n. 84;rivendita in supermercato;No;;;;
ED/2940;Piazza DUCA D'AOSTA all'interno della stazione centrale - piano ferro - locale f17 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Piazza DUCA D'AOSTA;;1200;all'interno della Stazione Centrale - piano ferro - locale F17;rivendita in stazione ferrov.;Si;;;;
ED/2943;Via BOSCOVICH RUGGERO N. 22 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via BOSCOVICH RUGGERO;22;2131;;rivendita in negozio;No;2;9.20368355157;45.4818636097;45.4818636097, 9.20368355157
ED/3023;Via PIO II N. 3 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via PIO II;3;6832;;rivendita in negozio;No;7;9.11407110837;45.4691724636;45.4691724636, 9.11407110837
ED/2926;Via RESSI ADEODATO N. 17 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via RESSI ADEODATO;17;1397;;rivendita in negozio;Si;2;9.20414282988;45.4963145042;45.4963145042, 9.20414282988
C-ED/1598;Via WATT GIACOMO N. 2 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via WATT GIACOMO;2;5292;;rivendita in negozio;Si;6;9.15490721333;45.4446712768;45.4446712768, 9.15490721333
C-ED/1601;VIA MARE (DEL) N. 35 area servizio cantalupa ovest - autostrada dei fiori a7 milano/ serravalle| (z.d. 5);AREE PUBBLICHE - Giornali e riviste;VIA MARE (DEL);35;5318;area servizio cantalupa Ovest - autostrada dei fiori A7 Milano/ Serravalle|;rivendita in area di servizio;Si;5;9.15880237172;45.421102545;45.421102545, 9.15880237172
C-ED/1610;Via MELZI D'ERIL FRANCESCO N. 3 ang. via bertani| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via MELZI D'ERIL FRANCESCO;3;7118;ang. via bertani|;edicola su suolo pubblico;Si;1;9.17414803365;45.4777369965;45.4777369965, 9.17414803365
C-ED/1661;Via BARBAVARA num.000 angolo coni zugna| (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via BARBAVARA;;5108;NUM.000 angolo coni zugna|;edicola su suolo pubblico;Si;;;;
ED/2931;Via CENA GIOVANNI p.i.i. porta vittoria ucp 4;AREE PUBBLICHE - Giornali e riviste;Via CENA GIOVANNI;;3141;P.I.I. PORTA VITTORIA UCP 4;rivendita in supermercato;No;;;;
ED/2923;Viale FAMAGOSTA N. 50 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Viale FAMAGOSTA;50;5353;;rivendita in negozio;No;6;9.16430407252;45.4371113843;45.4371113843, 9.16430407252
ED/2915;Viale CATERINA DA FORLI' N. 19 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Viale CATERINA DA FORLI';19;6611;;rivendita in negozio;No;6;9.14514338928;45.4595278417;45.4595278417, 9.14514338928
C-ED/225;MM1-AMENDOLA FIERA (z.d. 8);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/226;MM1-CADORNA F.N.M. (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/227;codvia 9205 mm2 lambra| (z.d. 3);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9205 mm2 lambra|;rivendita in stazione metrop.;Si;;;;
C-ED/228;mm1 - staz. villa s. giovanni (z.d. 2);AREE PUBBLICHE - Giornali e riviste;;;;MM1 - Staz. Villa S. Giovanni;rivendita in stazione metrop.;Si;;;;
C-ED/229;MM1-PORTA VENEZIA rivendita n. 1 - lato oberdan (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;rivendita n. 1 - lato Oberdan;rivendita in stazione metrop.;Si;;;;
C-ED/230;MM2-PIOLA (z.d. 3);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/231;codvia 9128 mm1 lampug| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9128 mm1 lampug|;rivendita in stazione metrop.;Si;;;;
C-ED/232;codvia 9124 mm1 q.t.8| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9124 mm1 q.t.8|;rivendita in stazione metrop.;Si;;;;
C-ED/233;codvia 9212 mm2 moscov| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9212 mm2 moscov|;rivendita in stazione metrop.;Si;;;;
C-ED/234;codvia 9116 mm1 concil| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9116 mm1 concil|;rivendita in stazione metrop.;Si;;;;
C-ED/235;MM2-UDINE (z.d. 3);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/236;codvia 9213 mm2 lanza| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9213 mm2 lanza|;rivendita in stazione metrop.;Si;;;;
C-ED/237;MM2-S. AGOSTINO (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/238;codvia 9218 mm2 romolo| (z.d. 6);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9218 mm2 romolo|;rivendita in stazione metrop.;Si;;;;
C-ED/239;codvia 9113 mm1 cordus| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9113 mm1 cordus|;rivendita in stazione metrop.;Si;;;;
C-ED/240;MM1-PRECOTTO (z.d. 2);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/242;MM1-WAGNER (z.d. 7);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/244;MM1-PAGANO;AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/245;MM1-LORETO (z.d. 2);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/246;codvia 9205 mm2 lambra| (z.d. 3);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9205 mm2 lambra|;rivendita in stazione metrop.;Si;;;;
C-ED/247;codvia 9207 mm2 loreto| (z.d. 3);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9207 mm2 loreto|;rivendita in stazione metrop.;Si;;;;
C-ED/248;MM1-CAIROLI (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/249;MM2-CADORNA F.N.M. (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/250;MM1-ROVERETO (z.d. 2);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/251;codvia 9209 mm2 centra| (z.d. 2);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9209 mm2 centra|;rivendita in stazione metrop.;Si;;;;
C-ED/252;MM1-BANDE NERE codvia 9125 mm1 bande nere| (z.d. 6);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9125 mm1 bande nere|;rivendita in stazione metrop.;Si;;;;
C-ED/253;MM2-GARIBALDI F.S. (z.d. 9);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/254;MM1-INGANNI (z.d. 6);AREE PUBBLICHE - Giornali e riviste;;;6672;;rivendita in stazione metrop.;Si;;;;
C-ED/255;MM2-S. AMBROGIO (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/256;MM1-DUOMO lato s. babila (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;lato S. Babila;rivendita in stazione metrop.;Si;;;;
C-ED/257;codvia 9108 mm1 lima| (z.d. 3);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9108 mm1 lima|;rivendita in stazione metrop.;Si;;;;
C-ED/259;Via SAPONARO MICHELE N. 52 ang. via c. baroni (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via SAPONARO MICHELE;52;5432;ang. Via C. Baroni;edicola su suolo privato;Si;5;9.17200147866;45.4047543181;45.4047543181, 9.17200147866
C-ED/260;Via URUGUAY N. 10 (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via URUGUAY;10;7495;;edicola su suolo pubblico;Si;8;9.12287631597;45.4960531631;45.4960531631, 9.12287631597
C-ED/262;Via TOLSTOI LEONE N. 61 via tolstoi fronte supermercat| (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via TOLSTOI LEONE;61;5133;via tolstoi fronte supermercat|;edicola su suolo privato;Si;6;9.14818084576;45.4556002875;45.4556002875, 9.14818084576
C-ED/1711;Via ADRIANO PUBLIO ELIO N. 104 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via ADRIANO PUBLIO ELIO;104;2410;;edicola su suolo pubblico;Si;2;9.2444279615;45.5170657626;45.5170657626, 9.2444279615
C-ED/1715;Corso MAGENTA N. 65 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Corso MAGENTA;65;604;;rivendita in negozio;Si;1;9.17079939395;45.4656545403;45.4656545403, 9.17079939395
C-ED/1719;Largo CROCETTA (DELLA) fr.civ. 7| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Largo CROCETTA (DELLA);;654;fr.civ. 7|;edicola su suolo pubblico;Si;;;;
C-ED/1722;Via MARCO D'AGRATE num.000 ang. riva di trento| (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via MARCO D'AGRATE;;4276;NUM.000 ang. riva di trento|;edicola su suolo pubblico;Si;;;;
C-ED/1724;VIALE ARETUSA fr. civ. 29 ang. via rembrandt (z.d. 7);AREE PUBBLICHE - Giornali e riviste;VIALE ARETUSA;;6565;fr. civ. 29 ang. Via Rembrandt;edicola su suolo pubblico;Si;;;;
C-ED/1730;MM2-FAMAGOSTA (z.d. 6);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/1734;Piazza ANGILBERTO II num.000 fr.civ. 9 ang. s. dionigi| (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Piazza ANGILBERTO II;;4278;NUM.000 fr.civ. 9 ang. s. dionigi|;edicola su suolo pubblico;Si;;;;
C-ED/1740;Viale UNGHERIA num.000 ang. mecenate| (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Viale UNGHERIA;;3357;NUM.000 ang. mecenate|;edicola su suolo pubblico;Si;;;;
C-ED/1745;Via MISSAGLIA (DEI) n. 61/a (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via MISSAGLIA (DEI);;5340;n. 61/A;rivendita in supermercato;Si;;;;
C-ED/1752;Via PONZIO GIUSEPPE ang. via corti (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via PONZIO GIUSEPPE;;2585;ang. via corti;edicola su suolo pubblico;Si;;;;
ED/2927;Foro BUONAPARTE tra i civv. 70/74;AREE PUBBLICHE - Giornali e riviste;Foro BUONAPARTE;;711;tra i civv. 70/74;edicola su suolo pubblico;Si;;;;
ED/2949;Piazza RISORGIMENTO N. 8A (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Piazza RISORGIMENTO;8A;3117;;rivendita in negozio;Si;4;9.21108623241;45.4672694742;45.4672694742, 9.21108623241
ED/2924;Viale RUBICONE N. 30 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Viale RUBICONE;30;1568;;rivendita in area di servizio;No;9;9.16378807774;45.530885746;45.530885746, 9.16378807774
ED/2928;Viale TESTI FULVIO N. 86 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Viale TESTI FULVIO;86;1441;;rivendita in negozio;No;9;9.2035222058;45.5106797651;45.5106797651, 9.2035222058
ED/2929;Via SOLARI ANDREA civico 29;AREE PUBBLICHE - Giornali e riviste;Via SOLARI ANDREA;;5111;CIVICO 29;rivendita in supermercato;No;;;;
ED/2917;Viale MONZA N. 106 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Viale MONZA;106;2274;;rivendita in negozio;No;2;9.22094034721;45.4995567062;45.4995567062, 9.22094034721
ED/2918;Via OLGETTINA N. 60 int. ospedale s. raffaele (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via OLGETTINA;60;2530;int. ospedale s. raffaele;rivendita in negozio;Si;3;9.26786297215;45.5060615834;45.5060615834, 9.26786297215
ED/2951;Via GROSOTTO N. 1 (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via GROSOTTO;1;7328;;rivendita in negozio;No;8;9.14775086838;45.4914514114;45.4914514114, 9.14775086838
ED/2919;Viale SUZZANI GIOVANNI N. 221 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Viale SUZZANI GIOVANNI;221;1446;;rivendita in supermercato;No;9;9.2042720185;45.518169276;45.518169276, 9.2042720185
ED/2932;Via ASTESANI ALESSANDRO N. 2 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via ASTESANI ALESSANDRO;2;1558;;rivendita in negozio;Si;9;9.17234947227;45.515987094;45.515987094, 9.17234947227
ED/2933;edificio podio - p.i.i. garbaldi/repubblica u.i.u.1.;AREE PUBBLICHE - Giornali e riviste;;;;EDIFICIO PODIO - P.I.I. GARBALDI/REPUBBLICA U.I.U.1.;;No;;;;
ED/2989;PIAZZA CASTELLO fr. civ. 1 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;PIAZZA CASTELLO;;704;fr. civ. 1;edicola su suolo pubblico;Si;;;;
ED/2988;PIAZZA OBERDAN GUGLIELMO alt. civ. 10 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;PIAZZA OBERDAN GUGLIELMO;;2108;alt. civ. 10;edicola su suolo pubblico;Si;;;;
ED/2982;Via CASSINIS GIOVANNI BATTISTA N. 83 presso staz. rogoredo (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via CASSINIS GIOVANNI BATTISTA;83;4309;PRESSO STAZ. ROGOREDO;rivendita in negozio;No;4;9.23882573516;45.4338617579;45.4338617579, 9.23882573516
ED/2996;BASTIONI PORTA VENEZIA (DI) (z.d. 1);AREE PUBBLICHE - Giornali e riviste;BASTIONI PORTA VENEZIA (DI);;2106;;edicola su suolo pubblico;Si;;;;
ED/2965;Piazza REPUBBLICA (DELLA) fr. civ. 5 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Piazza REPUBBLICA (DELLA);;1055;fr. civ. 5;edicola su suolo pubblico;Si;;;;
ED/3014;PIAZZA GIUSEPPE (SAN) N. 7 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;PIAZZA GIUSEPPE (SAN);7;1442;;rivendita in negozio;Si;9;9.20532271194;45.5265164511;45.5265164511, 9.20532271194
ED/2978;Piazza VENTIQUATTRO MAGGIO (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Piazza VENTIQUATTRO MAGGIO;;5200;;edicola su suolo pubblico;Si;;;;
ED/2980;Via CILEA FRANCESCO N. 2 (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via CILEA FRANCESCO;2;7526;;rivendita in negozio;No;8;9.10626879775;45.4975238197;45.4975238197, 9.10626879775
ED/2954;Via CIALDINI ENRICO N. 111 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via CIALDINI ENRICO;111;1477;;rivendita in negozio;No;9;9.16930891651;45.5152393308;45.5152393308, 9.16930891651
ED/2967;Piazza VENTIQUATTRO MAGGIO (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Piazza VENTIQUATTRO MAGGIO;;5200;;edicola su suolo pubblico;Si;;;;
ED/2993;VIALE CONI ZUGNA N. 34 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;VIALE CONI ZUGNA;34;5110;;edicola su suolo pubblico;Si;6;9.16721613345;45.4581545174;45.4581545174, 9.16721613345
ED/3013;Via BAZZINI ANTONIO N. 34 (ingresso da via bazzini) (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via BAZZINI ANTONIO;34;2427;(ingresso Da Via Bazzini);rivendita in negozio;Si;3;9.22521172191;45.4841668817;45.4841668817, 9.22521172191
ED/2966;Via RIPAMONTI GIUSEPPE N. 435 int. istituto europeo oncologico (ieo) (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via RIPAMONTI GIUSEPPE;435;4066;int. Istituto Europeo Oncologico (IEO);;No;5;9.20632484517;45.4139313245;45.4139313245, 9.20632484517
ED/2994;PIAZZALE DATEO N. 2 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;PIAZZALE DATEO;2;3119;;edicola su suolo pubblico;Si;4;9.21589569326;45.4674289659;45.4674289659, 9.21589569326
ED/2995;PIAZZA TRICOLORE (DEL) N. 1 ang. viale piave (z.d. 1);AREE PUBBLICHE - Giornali e riviste;PIAZZA TRICOLORE (DEL);1;3047;ang. Viale Piave;edicola su suolo pubblico;Si;1;9.20615435437;45.4681018976;45.4681018976, 9.20615435437
ED/2957;Viale UMBRIA ang. via colletta (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Viale UMBRIA;;3145;ang. Via Colletta;rivendita in supermercato;No;;;;
ED/2959;Via NOE ENRICO ang. piazza bernini (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via NOE ENRICO;;2211;ang. piazza bernini;edicola su suolo pubblico;Si;;;;
ED/2964;VIA TORCHIO (DEL) N. 8 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;VIA TORCHIO (DEL);8;556;;rivendita in negozio;No;1;9.18055083357;45.4605218671;45.4605218671, 9.18055083357
ED/2969;Via PAREA CARLO N. 4 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via PAREA CARLO;4;3344;;rivendita in negozio;No;4;9.26241856388;45.4440767114;45.4440767114, 9.26241856388
ED/2981;Via FELTRE n. 38 ang. via crescenzago;AREE PUBBLICHE - Giornali e riviste;Via FELTRE;;2652;n. 38 ang. Via Crescenzago;rivendita in supermercato;No;;;;
ED/2955;Via TRIVULZIO ANTONIO TOLOMEO N. 14 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via TRIVULZIO ANTONIO TOLOMEO;14;6277;;rivendita in negozio;Si;7;9.14528384901;45.4657636048;45.4657636048, 9.14528384901
ED/2956;Via BIXIO NINO N. 1 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via BIXIO NINO;1;3133;;rivendita in negozio;No;3;9.2071189561;45.4720613414;45.4720613414, 9.2071189561
ED/3000;MM1-GAMBARA;AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
ED/2997;Via ZURETTI GIANFRANCO N. 49 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via ZURETTI GIANFRANCO;49;1216;;rivendita in negozio;No;2;9.20902410852;45.4948242331;45.4948242331, 9.20902410852
ED/2960;Via RICCARDI PADRE PLACIDO N. 25 25/27 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via RICCARDI PADRE PLACIDO;25;2385;25/27;rivendita in negozio;No;2;9.24071675579;45.5027801644;45.5027801644, 9.24071675579
ED/2968;Via GIAMBELLINO N. 57 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via GIAMBELLINO;57;5136;;rivendita in negozio;No;6;9.14691669625;45.4499252429;45.4499252429, 9.14691669625
ED/2970;Piazza MISSORI GIUSEPPE fr. civ. 8 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Piazza MISSORI GIUSEPPE;;525;fr. civ. 8;edicola su suolo pubblico;Si;;;;
ED/2961;Via MARIGNANO N. 61 esercizio in superficie (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via MARIGNANO;61;3351;esercizio in superficie;rivendita in negozio;No;4;9.25995291651;45.4304140522;45.4304140522, 9.25995291651
ED/2962;Via ADRIANO PUBLIO ELIO (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via ADRIANO PUBLIO ELIO;;2410;;rivendita in supermercato;No;;;;
ED/2979;Via NONO LUIGI ang. via procaccini (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via NONO LUIGI;;7232;ang. Via procaccini;edicola su suolo pubblico;Si;;;;
ED/2987;Via GIAMBELLINO N. 50 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via GIAMBELLINO;50;5136;;rivendita in negozio;No;6;9.14725583621;45.4503739128;45.4503739128, 9.14725583621
ED/3015;Viale AVIAZIONE (DELL') N. 65 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Viale AVIAZIONE (DELL');65;3319;;rivendita in aeroporto;No;4;9.25990352654;45.4548008022;45.4548008022, 9.25990352654
ED/3016;Corso PORTA NUOVA (DI) N. 23 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Corso PORTA NUOVA (DI);23;1044;;rivendita in negozio;No;1;9.19217648517;45.4785745087;45.4785745087, 9.19217648517
ED/2939;Via ROSSI PELLEGRINO n. 63 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via ROSSI PELLEGRINO;;1510;n. 63;rivendita in supermercato;No;;;;
ED/2930;Via RATTI LUIGI N. 3 (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via RATTI LUIGI;3;6739;;rivendita in negozio;No;8;9.10068966256;45.4915314867;45.4915314867, 9.10068966256
ED/2935;Largo MURANI ORESTE N. 4 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Largo MURANI ORESTE;4;3234;;rivendita in negozio;No;3;9.23517951939;45.4734678581;45.4734678581, 9.23517951939
ED/2936;Via GIANELLA GIUSEPPE N. 21 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via GIANELLA GIUSEPPE;21;6775;;rivendita in negozio;No;7;9.08996964336;45.4600098806;45.4600098806, 9.08996964336
ED/3035;mm3 - staz. comasina (z.d. 9);AREE PUBBLICHE - Giornali e riviste;;;1573;MM3 - Staz. Comasina;rivendita in stazione metrop.;No;;;;
ED/3036;VIA LOMBROSO CESARE N. 54 interno ortomercato (z.d. 4);AREE PUBBLICHE - Giornali e riviste;VIA LOMBROSO CESARE;54;3334;INTERNO ORTOMERCATO;rivendita in negozio;Si;4;9.23094939166;45.4560329493;45.4560329493, 9.23094939166
ED/3036;VIA LOMBROSO CESARE N. 54 interno ortomercato (z.d. 4);AREE PUBBLICHE - Giornali e riviste;VIA LOMBROSO CESARE;54;3334;INTERNO ORTOMERCATO;rivendita in negozio;Si;4;9.23212536974791;45.4552043425859;45.4552043425859, 9.23212536974791
ED/3033;PIAZZA LEONARDO DA VINCI (z.d. 3);AREE PUBBLICHE - Giornali e riviste;PIAZZA LEONARDO DA VINCI;;2208;;edicola su suolo pubblico;Si;;;;
ED/3034;LARGO DOMODOSSOLA N. 1A galleria castelli ferrieri - negozio sito all'int. centro commerciale citylife shopping district (z.d. 8);AREE PUBBLICHE - Giornali e riviste;LARGO DOMODOSSOLA;1A;6140;GALLERIA CASTELLI FERRIERI - NEGOZIO SITO ALL'INT. CENTRO COMMERCIALE CITYLIFE SHOPPING DISTRICT;rivendita in centro commerciale;Si;8;9.158759505;45.4799250849;45.4799250849, 9.158759505
ED/3037;VIA GRASSI GIOVANNI BATTISTA N. 74 all'interno di bar presso ospedale sacco (z.d. 8);AREE PUBBLICHE - Giornali e riviste;VIA GRASSI GIOVANNI BATTISTA;74;7465;all'interno di bar presso Ospedale Sacco;rivendita in negozio;No;8;9.12018949304;45.5175294842;45.5175294842, 9.12018949304
ED/3038;VIA ARICI CESARE N. 1 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;VIA ARICI CESARE;1;2464;;rivendita in negozio;No;2;9.23972669518;45.5037372998;45.5037372998, 9.23972669518
ED/3017;LARGO AUGUSTO N. 7 lato via c. battisti (z.d. 1);AREE PUBBLICHE - Giornali e riviste;LARGO AUGUSTO;7;315;lato via C. Battisti;edicola su suolo pubblico;Si;1;9.19836307043;45.4634710942;45.4634710942, 9.19836307043
